playlist_id,track_id,track_title,track_composer,work_match,composer_match
FM-401_20170619_00-23,41,Le mandarin merveilleux op 19 bb 82 sz 73 : Les trois vagabonds - pour orchestre,Bela Bartok,,http://example.com/artist/3f96eea4-90fa-3ce5-bc52-ebd4965b0792
FM-401_20170619_00-23,42,Le mandarin merveilleux op 19 BB 82 Sz 73 : Soudain la tête du Mandarin apparait - pour orchestre,Bela Bartok,,http://example.com/artist/3f96eea4-90fa-3ce5-bc52-ebd4965b0792
FM-401_20170619_00-23,43,Le mandarin merveilleux op 19 BB 82 Sz 73 : Les vagabonds terrifiés discutent - pour orchestre,Bela Bartok,,http://example.com/artist/3f96eea4-90fa-3ce5-bc52-ebd4965b0792
FM-401_20170619_00-23,44,Le mandarin merveilleux op 19 BB 82 Sz 73 : Le corps du Mandarin - pour orchestre,Bela Bartok,,http://example.com/artist/3f96eea4-90fa-3ce5-bc52-ebd4965b0792
FM-401_20170619_00-23,45,Le mandarin merveilleux op 19 BB 82 Sz 73 : La jeune fille cède - pour orchestre,Bela Bartok,,http://example.com/artist/3f96eea4-90fa-3ce5-bc52-ebd4965b0792
FM-401_20170619_00-23,46,Le mandarin merveilleux op 19 BB 82 Sz 73 : La mort du Mandarin - pour orchestre,Bela Bartok,,http://example.com/artist/3f96eea4-90fa-3ce5-bc52-ebd4965b0792
FM-401_20170626_00-02,3,Ce jour heureux est plein d'allegresse (Acte III),Giuseppe Verdi,,http://example.com/artist/b82c0771-5280-39af-ad2e-8ace2f4ebda3
FM-401_20170626_00-02,4,Phèdre : Ouverture,Jules Massenet,http://example.com/expression/df6382c7-85eb-3dbd-98e9-47faa264ea63,http://example.com/artist/bb190de9-54d7-3e08-8ec0-d02fc701573f
FM-401_20170626_00-02,5,Phedre : Sacrifice / Offrande / Marche des Athéniens,Jules Massenet,http://example.com/expression/df6382c7-85eb-3dbd-98e9-47faa264ea63,http://example.com/artist/bb190de9-54d7-3e08-8ec0-d02fc701573f
FM-401_20170626_00-02,6,Phedre : Hippolyte et Aricie,Jules Massenet,http://example.com/expression/df6382c7-85eb-3dbd-98e9-47faa264ea63,http://example.com/artist/bb190de9-54d7-3e08-8ec0-d02fc701573f
FM-401_20170626_00-02,7,Phedre : Imploration à Neptune,Jules Massenet,http://example.com/expression/df6382c7-85eb-3dbd-98e9-47faa264ea63,http://example.com/artist/bb190de9-54d7-3e08-8ec0-d02fc701573f
FM-401_20170626_00-02,9,Faust : Musique de ballet : Les Nubiennes (Acte V) (instrumental),Charles Gounod,http://example.com/expression/518ae66f-5f5c-3a32-9e90-3292506fde1d,http://example.com/artist/180755b4-2997-3fb4-8588-2ad68339ce6b
FM-401_20170626_00-02,10,Faust : Musique de ballet : Adagio (Acte V) (instrumental),Charles Gounod,http://example.com/expression/518ae66f-5f5c-3a32-9e90-3292506fde1d,http://example.com/artist/180755b4-2997-3fb4-8588-2ad68339ce6b
FM-401_20170626_00-02,11,Faust : Musique de ballet : Danse antique (Acte V) (instrumental),Charles Gounod,http://example.com/expression/a4b7706e-d7dd-34c0-b9f1-72c781ef7281,http://example.com/artist/180755b4-2997-3fb4-8588-2ad68339ce6b
FM-401_20170626_00-02,12,Faust : Musique de ballet : Variation de Cléopêtre (Acte V) (instrumental),Charles Gounod,http://example.com/expression/a4b7706e-d7dd-34c0-b9f1-72c781ef7281,http://example.com/artist/180755b4-2997-3fb4-8588-2ad68339ce6b
FM-401_20170626_00-02,13,Faust : Musique de ballet : Les Troyennes (Acte V) (instrumental),Charles Gounod,http://example.com/expression/518ae66f-5f5c-3a32-9e90-3292506fde1d,http://example.com/artist/180755b4-2997-3fb4-8588-2ad68339ce6b
FM-401_20170626_00-02,14,Faust : Musique de ballet : Variation du miroir (Acte V) (instrumental),Charles Gounod,http://example.com/expression/a4b7706e-d7dd-34c0-b9f1-72c781ef7281,http://example.com/artist/180755b4-2997-3fb4-8588-2ad68339ce6b
FM-401_20170626_00-02,15,Faust : Musique de ballet : Danse de Phryné (Acte V) (instrumental),Charles Gounod,http://example.com/expression/a4b7706e-d7dd-34c0-b9f1-72c781ef7281,http://example.com/artist/180755b4-2997-3fb4-8588-2ad68339ce6b
FM-401_20170626_00-02,16,Ce fou de Platonov (musique de scene pour la piece d'Anton Tchekhov),Maurice Jarre,,http://example.com/artist/07b95eb8-5854-3f2e-95db-ec6321f16ec6
FM-401_20170626_00-02,18,Tre commedie goldoniane - fragments symphoniques - 1. La bottega da caffé,Gian Francesco Malipiero,http://example.com/expression/f356349e-e359-367f-adbf-649512581aee,http://example.com/artist/dae92f5b-0e13-3d46-80da-6b5ccae4bd43
FM-401_20170626_00-02,19,Tre commedie goldoniane - fragments symphoniques - 2. Sior todero brontolon,Gian Francesco Malipiero,http://example.com/expression/f356349e-e359-367f-adbf-649512581aee,http://example.com/artist/dae92f5b-0e13-3d46-80da-6b5ccae4bd43
FM-401_20170626_00-02,20,Tre commedie goldoniane - fragments symphoniques - 3. La baruffe chiozzotte,Gian Francesco Malipiero,http://example.com/expression/f356349e-e359-367f-adbf-649512581aee,http://example.com/artist/dae92f5b-0e13-3d46-80da-6b5ccae4bd43
FM-401_20170626_00-02,22,The old bachelor Z 607 : Slow air - pour la pièce de William Congreve,Henry Purcell,http://example.com/expression/3cc1802c-b6ad-3306-b790-37af2a6cb6e0,http://example.com/artist/16c2e858-d298-3584-9c5f-49e02cebdc44
FM-401_20170626_00-02,23,The old bachelor Z 607 : Hornpipe - pour la pièce de William Congreve,Henry Purcell,http://example.com/expression/3cc1802c-b6ad-3306-b790-37af2a6cb6e0,http://example.com/artist/16c2e858-d298-3584-9c5f-49e02cebdc44
FM-401_20170626_00-02,24,The old bachelor Z 607 : Thus to a ripe consenting maid (Acte III) Air de ténor - pour la pièce de William Congreve,Henry Purcell,http://example.com/expression/3cc1802c-b6ad-3306-b790-37af2a6cb6e0,http://example.com/artist/16c2e858-d298-3584-9c5f-49e02cebdc44
FM-401_20170626_00-02,25,The old bachelor Z 607 : Hornpipe - pour la pièce de William Congreve,Henry Purcell,http://example.com/expression/3cc1802c-b6ad-3306-b790-37af2a6cb6e0,http://example.com/artist/16c2e858-d298-3584-9c5f-49e02cebdc44
FM-401_20170626_00-02,26,The old bachelor Z 607 : As Amoret and Thyrsis lay (Acte III) Duo soprano basse - pour la pièce de William Congreve,Henry Purcell,http://example.com/expression/3cc1802c-b6ad-3306-b790-37af2a6cb6e0,http://example.com/artist/16c2e858-d298-3584-9c5f-49e02cebdc44
FM-401_20170626_00-02,27,The old bachelor Z 607 : Rondeau - pour la pièce de William Congreve,Henry Purcell,http://example.com/expression/3cc1802c-b6ad-3306-b790-37af2a6cb6e0,http://example.com/artist/16c2e858-d298-3584-9c5f-49e02cebdc44
FM-401_20170626_00-02,28,The old bachelor Z 607 : Menuet - pour la pièce de William Congreve,Henry Purcell,http://example.com/expression/3cc1802c-b6ad-3306-b790-37af2a6cb6e0,http://example.com/artist/16c2e858-d298-3584-9c5f-49e02cebdc44
FM-401_20170626_00-02,29,The old bachelor Z 607 : Bourrée - pour la pièce de William Congreve,Henry Purcell,http://example.com/expression/3cc1802c-b6ad-3306-b790-37af2a6cb6e0,http://example.com/artist/16c2e858-d298-3584-9c5f-49e02cebdc44
FM-401_20170626_00-02,30,The old bachelor Z 607 : March - pour la pièce de William Congreve,Henry Purcell,http://example.com/expression/3cc1802c-b6ad-3306-b790-37af2a6cb6e0,http://example.com/artist/16c2e858-d298-3584-9c5f-49e02cebdc44
FM-401_20170626_00-02,31,The old bachelor Z 607 : Jig - pour la pièce de William Congreve,Henry Purcell,http://example.com/expression/3cc1802c-b6ad-3306-b790-37af2a6cb6e0,http://example.com/artist/16c2e858-d298-3584-9c5f-49e02cebdc44
FM-401_20170626_00-02,32,La Pskovitaine : Chasse du tsar dans les bois et orage pour orchestre,Nicolas Rimski-Korsakov,,
FM-401_20170626_00-02,34,King christian II suite op 27 : Nocturne: Molto moderato,Jean Sibelius,http://example.com/expression/48f40307-8a96-3f75-b338-3ab844e57a65,http://example.com/artist/72b3b303-5c15-319f-9c31-dc73b5b0fe74
FM-401_20170626_00-02,35,King christian II suite op 27 : Elegie: Andante sostenuto,Jean Sibelius,http://example.com/expression/48f40307-8a96-3f75-b338-3ab844e57a65,http://example.com/artist/72b3b303-5c15-319f-9c31-dc73b5b0fe74
FM-401_20170626_00-02,36,King christian II suite op 27 : Musette: Allegretto,Jean Sibelius,http://example.com/expression/e5405ad2-4ef8-3f5d-90aa-e85a6465f0e6,http://example.com/artist/72b3b303-5c15-319f-9c31-dc73b5b0fe74
FM-401_20170626_00-02,37,King christian II suite op 27 : Serenade: Moderato assai (quasi menuetto),Jean Sibelius,http://example.com/expression/48f40307-8a96-3f75-b338-3ab844e57a65,http://example.com/artist/72b3b303-5c15-319f-9c31-dc73b5b0fe74
FM-401_20170626_00-02,38,King christian II suite op 27 : Ballade: Allegro molto,Jean Sibelius,http://example.com/expression/e5405ad2-4ef8-3f5d-90aa-e85a6465f0e6,http://example.com/artist/72b3b303-5c15-319f-9c31-dc73b5b0fe74
FM-401_20170626_00-02,40,Die neugierigen Frauen : Ouverture (instrumental),Ermanno Wolf-Ferrari,,http://example.com/artist/131079d1-dca0-376c-929a-3d038d9f161b
FM-401_20170626_00-02,41,Le bourgeois gentilhomme LWV 43 : Ouverture,Jean-Baptiste Lully,http://example.com/expression/849a5ffb-09d4-3eaa-bde0-b6973216b37a,http://example.com/artist/c6ea0a8d-4f7c-3228-8b57-b011a0d77fd3
FM-401_20170626_00-02,42,Pohadka op 16 - suite pour orchestre / d'après la musique de scène pour le drame de Julius Zeyer Raduz et Mahulena : 1 - Le véritable amour de Raduz et Mahulina et leurs chagrins,Josef Suk,http://example.com/expression/ca5cef52-e095-3475-85bc-5672a6c6ac95,http://example.com/artist/5d0623ff-a5eb-3887-8913-afe4aa6c8063
FM-401_20170626_00-02,43,Pohadka op 16 - suite pour orchestre / d'après la musique de scène pour le drame de Julius Zeyer Raduz et Mahulena : 2 - Le jeu des canards et des paons,Josef Suk,http://example.com/expression/ca5cef52-e095-3475-85bc-5672a6c6ac95,http://example.com/artist/5d0623ff-a5eb-3887-8913-afe4aa6c8063
FM-401_20170626_00-02,44,Pohadka op 16 - suite pour orchestre / d'après la musique de scène pour le drame de Julius Zeyer Raduz et Mahulena : 3 - Musique funèbre,Josef Suk,http://example.com/expression/ca5cef52-e095-3475-85bc-5672a6c6ac95,http://example.com/artist/5d0623ff-a5eb-3887-8913-afe4aa6c8063
FM-401_20170626_00-02,45,Pohadka op 16 - suite pour orchestre / d'après la musique de scène pour le drame de Julius Zeyer Raduz et Mahulena : 4 - La malédiction de Runa et la victoire de l'amour,,,
FM-401_20170626_00-02,47,Manfred ouverture op 115,Robert Schumann,http://example.com/expression/a170119c-799b-36e8-8127-137a26b3ce18,http://example.com/artist/f753314d-87a7-32a9-9218-da98ae4f9812
FM-401_20170626_00-02,48,Le théatre des marionnettes d'autrefois : Agenor et Philomène,Pierre Vellones,,http://example.com/artist/c071abca-9a5c-356a-8516-8731b069a590
FM-401_20170626_00-02,49,Musique pour Claudel II : Cantabile,Henri Sauguet,http://example.com/expression/f55d24c6-6e46-32e0-bdbe-e50e2e17f6b4,http://example.com/artist/206a6cfe-2d82-341d-9dbf-01fb63dda672
FM-401_20170626_00-02,50,Musique pour Claudel II : Les couleurs : Le rouge,Henri Sauguet,http://example.com/expression/f55d24c6-6e46-32e0-bdbe-e50e2e17f6b4,http://example.com/artist/206a6cfe-2d82-341d-9dbf-01fb63dda672
FM-401_20170626_00-23,3,Prélude à l'après-midi d'un faune L 86 - pour orchestre,Claude Debussy,http://example.com/expression/09bcd7d1-ace1-3321-8971-3f997f8fe0c7,http://example.com/artist/bcf39e82-e208-3049-b550-1feaae6071a6
FM-401_20170626_00-23,4,Concerto pour piano en Sol Maj : Adagio assai,Maurice Ravel,http://example.com/expression/720d7dd5-b4c5-349f-a665-0dde0ba99002,http://example.com/artist/1b1205f9-b99a-3bb8-ba77-256689af2e00
FM-401_20170626_00-23,5,Tableaux d'une exposition : Bydlo,Modeste Moussorgski,http://example.com/expression/c1f2d8cf-95ae-34f8-ab4c-6e29d12bbf3e,http://example.com/artist/6513ebdd-6347-32ef-a5ae-d2cd54954e1e
FM-401_20170626_00-23,7,Bachianas brasileiras nº5 : Aria,Heitor Villa-Lobos,http://example.com/expression/bcacb33e-431c-3130-9028-994b8e9ab312,http://example.com/artist/ded35c7d-c496-3c17-8773-439fb62f60a8
FM-401_20170626_00-23,8,Simple symphony op 4 : Playful pizzicato - pour orchestre à cordes,Benjamin Britten,http://example.com/expression/21507908-212b-3ff5-8c71-7fba0c46f53e,http://example.com/artist/c23f132e-5813-39f5-aeaa-106738ff9123
FM-401_20170626_00-23,9,Le carnaval des animaux : L'éléphant,Camille Saint Saens,http://example.com/expression/6caa458f-291b-36b8-af8e-d665e3a05476,http://example.com/artist/a4e8f64d-3411-3eb4-8e09-59e24bc26bf3
FM-401_20170626_00-23,10,Le carnaval des animaux : Le cygne,Camille Saint Saens,http://example.com/expression/d547e458-a447-3ede-b664-3fb109c0fef0,http://example.com/artist/a4e8f64d-3411-3eb4-8e09-59e24bc26bf3
FM-401_20170626_00-23,11,Pavane pour une infante defunte,Maurice Ravel,http://example.com/expression/589c81cf-2aee-3aa9-8953-6a03d85c716b,http://example.com/artist/1b1205f9-b99a-3bb8-ba77-256689af2e00
FM-401_20170626_00-23,13,Les presents,Gabriel Faure,http://example.com/expression/b96f7258-e206-3263-984b-5161f006dc4e,http://example.com/artist/c2e25a07-7a54-335a-9a9e-e20a47713a7d
FM-401_20170626_00-23,14,Clair de lune,Gabriel Faure,http://example.com/expression/83ca010a-6ba4-34ea-a106-cd945961c866,http://example.com/artist/c2e25a07-7a54-335a-9a9e-e20a47713a7d
FM-401_20170626_00-23,15,Peer Gynt op 23 : Nu er her stellet (Acte V Sc 5) Air de Solveig,Edouard Grieg,http://example.com/expression/16ddcf0a-d765-3bfd-91a7-e68961b4d74f,http://example.com/artist/182eb912-5a5b-3082-9008-9d46d47548ca
FM-401_20170626_00-23,16,Danse macabre op 40 - poème symphonique,Camille Saint Saens,http://example.com/expression/ffd6ade9-7753-3bc5-88eb-b5c5484fce1d,http://example.com/artist/a4e8f64d-3411-3eb4-8e09-59e24bc26bf3
FM-401_20170626_00-23,17,7 lyrische Stückchen op 47 : Mélodie op 47 n°3,Edouard Grieg,http://example.com/expression/f254a1cf-8fa5-3634-9593-fb2c5741ff51,http://example.com/artist/182eb912-5a5b-3082-9008-9d46d47548ca
FM-401_20170626_00-23,19,Trois gymnopédies: I. Lent et douloureux,Erik Satie,http://example.com/expression/3de973e3-e853-3183-ac20-5d6fbc25c561,http://example.com/artist/c536e11e-7871-3469-b913-1883b0b60e98
FM-401_20170626_00-23,20,Je te veux,Erik Satie,http://example.com/expression/08195848-b2cb-38ad-bac2-932394076ca5,http://example.com/artist/c536e11e-7871-3469-b913-1883b0b60e98
FM-401_20170626_00-23,21,2 études d'ondes : Les murmures de la mer (Sea murmurs) - arrangement pour violon et piano,Mario Castelnuovo-Tedesco,http://example.com/expression/1204a8b9-c55c-3b6f-85c9-142aff641b2d,http://example.com/artist/1224714e-8f03-3429-af09-30cc24fed146
FM-401_20170626_00-23,22,La vie brève : Danse espagnole n°1 - arrangement pour violon et piano,Manuel De Falla,http://example.com/expression/bb682222-5671-389a-b3ed-a8317e8beb9e,http://example.com/artist/5733cce8-28b7-3099-a2b2-a5c1c3333f17
FM-401_20170626_00-23,23,L'abbandonno di Armida/Gismondo re di Polonia : Nave altera che in mezzo all'onde (2ème partie Sc 6) Clorinda,Leonardo Vinci,,http://example.com/artist/d6a3b217-2592-34cf-a383-f9dce81f3898
FM-401_20170626_00-23,24,Wasser Ouverture TWV 55 : C3 (Suite Wassermusik Hamburger Ebb und Fluth) : 3. Bourrée (die erwachende Thetis),Georg Philipp Telemann,,http://example.com/artist/f1f96c56-82c9-3169-a157-dad497493f51
FM-401_20170626_00-23,25,Wasser Ouverture TWV 55 : C3 (Suite Wassermusik Hamburger Ebb und Fluth) : 4. Loure (der verliebte Neptunus),Georg Philipp Telemann,,http://example.com/artist/f1f96c56-82c9-3169-a157-dad497493f51
FM-401_20170626_00-23,26,Wasser Ouverture TWV 55 : C3 (Suite Wassermusik Hamburger Ebb und Fluth) : 5. Gavotte (die verliebte Amphitrite),Georg Philipp Telemann,,http://example.com/artist/f1f96c56-82c9-3169-a157-dad497493f51
FM-401_20170626_00-23,28,Choral BWV 645 : Wachet auf ruft uns die Stimme - pour sacqueboute violoncelle piccolo et basse continue,Jean Sebastien Bach,http://example.com/expression/cf5a2e90-a76a-3cd9-8d06-61830382d46b,http://example.com/artist/269cec9d-5025-3a8a-b2ef-4f7acb088f2b
FM-401_20170626_00-23,29,Quatuor à cordes n°6 en La Maj op 8 n°3 : Andante non troppo lento,George Onslow,,http://example.com/artist/ceebb471-05d6-37bd-9b8e-c2bcdabf9907
FM-401_20170626_00-23,30,Valse n°18 en la min op posth KK IVb n°11,Frederic Chopin,,http://example.com/artist/00f6e16d-7cd8-3d52-ad65-5f5e85e42123
FM-401_20170626_00-23,31,4 impromptus op 90 D 899 (intégrale) : Impromptu en Sol bémol Maj op 90 n°3 D 899 n°3 - pour piano,Franz Schubert,http://example.com/expression/e5323803-a1c3-394e-89e8-43d099a8a005,http://example.com/artist/03954109-0253-35d6-a70e-89ab27dea09c
FM-401_20170626_00-23,33,Symphonie n°7 en La Maj op 92 : 2. Allegretto,Ludwig Van Beethoven,http://example.com/expression/aac01a66-68f4-3815-a1e0-b6a8b81157f9,http://example.com/artist/6963af5e-b126-3d40-a84b-97e0b78f5452
FM-401_20170626_00-23,34,Symphonie n°4 en mi min op 98 : 3. Allegro giocoso,Johannes Brahms,http://example.com/expression/178209d3-de81-3c74-a24d-d3550c040838,http://example.com/artist/f9a2ac39-a62d-3be2-8abb-e564de0ec96d
FM-401_20170626_00-23,35,Symphonie n°6 en La Maj WAB 106 : 3. Scherzo : Nicht schnell,Anton Bruckner,http://example.com/expression/9db34bef-f527-387e-bce6-8ad847bbbf3a,http://example.com/artist/df30cc35-ef79-3449-bbdb-da2e0cf1ef27
FM-401_20170626_00-23,37,Tosca : Und es blitzen die Sterne (Acte III) Air de Cavaradossi,Giacomo Puccini,http://example.com/expression/e3f7fa1b-100f-3db2-b815-f8a1264f5f72,http://example.com/artist/5bcd515f-354f-30f8-ae0a-c42b65536d9f
FM-401_20170626_00-23,38,Die lustigen Weiber von Windsor WoO 114 : Horch die Lerche singt im Hain (Acte II) Air de Fenton,Otto Nicolai,http://example.com/expression/05bac283-2403-31a6-8a3e-9217f6f3bf24,http://example.com/artist/056f5c84-483e-3eed-9b62-bb1509287a37
FM-401_20170626_00-23,39,Estampes L 108 (100) : 3. Jardins sous la pluie - pour piano,Claude Debussy,,http://example.com/artist/bcf39e82-e208-3049-b550-1feaae6071a6
FM-401_20170626_00-23,40,3 Stücke op 8 : 1. Capriccio en La Maj - pour violoncelle et piano,Paul Hindemith,http://example.com/expression/8ec69a3c-153d-35e8-9d0c-ea9714d2de96,http://example.com/artist/ce41b86a-08bc-3ddf-8e82-b5ba0a723836
FM-401_20170626_00-23,41,Bergerettes H 275 : 4. Allegro - pour trio avec piano,,,
FM-401_20170626_00-23,42,Sinfonietta JW VI/18 : 4. Allegretto - pour orchestre,Leos Janacek,,http://example.com/artist/dfe92e96-f7ae-3669-9c6a-2f389275edc7
FM-401_20170626_00-23,44,Quatuor : 3. Vivo assai - pour cor anglais violon alto et violoncelle,Jean Francaix,,http://example.com/artist/4f43b02b-12dc-31c4-b2d7-f899ffab96f7
FM-401_20170626_00-23,45,Clovis et Clotilde : Prière prière ô doux souffle de l'ange (Scène 3) Air de Clotilde,Georges Bizet,http://example.com/expression/beaadcc0-b9e4-3c76-848a-56c0ab143ca0,http://example.com/artist/e432aa13-207f-34f8-9792-d1d15fcd4711
FM-401_20170626_00-23,46,Tristan et Isolde : Mild und leise (Acte III Sc 3) Isolde,Richard Wagner,http://example.com/expression/763b73d7-efcf-3175-8488-63a179c37f52,http://example.com/artist/34943da5-d068-3ada-bd4d-3db0c66c8a7d
FM-401_20170626_00-23,47,7 antiennes du Magnificat : 3. O Spross aus Isais Wurzel - pour choeur mixte à cappella,Arvo Part,,http://example.com/artist/aa8eafd4-28a5-35c1-8c8b-2e0284f23eda
FM-401_20170626_00-23,48,7 antiennes du Magnificat : 4. O Schlüssel Davids - pour choeur mixte à cappella,Arvo Part,,http://example.com/artist/aa8eafd4-28a5-35c1-8c8b-2e0284f23eda
FM-401_20170626_00-23,49,L'art de la fugue BWV 1080 : 10. Contrapuntus n°10 - arrangement pour ensemble instrumental,Jean Sebastien Bach,http://example.com/expression/1cfaa321-f3d8-3c1e-865e-251be0c85d6d,http://example.com/artist/269cec9d-5025-3a8a-b2ef-4f7acb088f2b
FM-401_20170626_00-23,51,Occasional oratorio : Why do the gentiles tumult (1ère partie) Basse,Georg Friedrich Haendel,http://example.com/expression/024d09bb-2847-30f6-b579-fad281c16f4a,http://example.com/artist/ed7eb4d4-1e91-3a02-8e07-cbf857031127
FM-401_20170626_00-23,52,Occasional oratorio : Let us break off by strengh of hand (1ère partie) Choeur,Georg Friedrich Haendel,http://example.com/expression/024d09bb-2847-30f6-b579-fad281c16f4a,http://example.com/artist/ed7eb4d4-1e91-3a02-8e07-cbf857031127
FM-401_20170626_00-23,53,Sonate pour clavier en La Maj K 322 - arrangement pour guitare,Domenico Scarlatti,http://example.com/expression/da4455b4-fe4a-3e1b-add5-d9ca118a5366,http://example.com/artist/5b6b876b-09ba-3856-8dd6-4208c0591621
FM-401_20170626_00-23,54,Suite española : Canarios,Gaspar Sanz,,http://example.com/artist/dbbf7388-6b43-39d7-943e-a6ad55daa146
FM-401_20170626_00-23,55,Recuerdos de la Alhambra - pour guitare,Francisco Tarrega,http://example.com/expression/b89213f6-bdb9-37a8-ba7a-7bf507d1593a,http://example.com/artist/f146b700-a150-3e31-a67d-70a2d41ca53f
FM-401_20170626_00-23,56,Selva morale e spirituale : Salve Regina III SV 285,Claudio Monteverdi,http://example.com/expression/c23fbfbc-59c4-37e7-9fef-65bd2b6d9f8e,http://example.com/artist/b0ae695c-4198-39f2-a615-9098899d59b3
FM-401_20170703_00-02,3,Taras bulba rapsodie pour orchestre : The death of ostap,Leos Janacek,,http://example.com/artist/dfe92e96-f7ae-3669-9c6a-2f389275edc7
FM-401_20170703_00-02,4,Procession : Salva stella (rondellus avec percussions),Anonyme Xiiieme Siecle,,
FM-401_20170703_00-02,5,"Maerchenbilder, op. 113 - contes en images op 113 : Not fast / Pour alto et piano / Integrale",Robert Schumann,http://example.com/expression/5dd09efe-bf2e-3519-bfe6-539c367e7e7a,http://example.com/artist/f753314d-87a7-32a9-9218-da98ae4f9812
FM-401_20170703_00-02,6,Contes de jeunesse op 46 : Hommage à Chopin op 46 n°9,Theodor Leschetizky,,
FM-401_20170703_00-02,7,Märchen aus dem Orient op 444 - valse pour orchestre,Johann Strauss Fils,http://example.com/expression/9ab3d861-1595-37ec-be32-8dd23edf4b89,http://example.com/artist/0fcfbd78-4865-3594-b869-6525f54d855f
FM-401_20170703_00-02,9,Belle au bois dormant op 66 : Polacca (procession des contes de fees),Peter Illich Tchaikovsky,,
FM-401_20170703_00-02,10,La légende de la ville invisible de Kitège et de la demoiselle Fevronia : Le cortège nuptial / L'invasion tartare / La bataille des Kerjenets - pour orchestre,Nicolas Rimski-Korsakov,,
FM-401_20170703_00-02,11,L'Arlesiana : E la solita storia (Acte II) Air de Federico - arrangement pour hautbois et orchestre,Francesco Cilea,http://example.com/expression/f5c0b207-62e5-33f0-b818-b1fd5b7f27cb,http://example.com/artist/0c965ec4-f91c-34fc-8bf1-d59ed26bdee9
FM-401_20170703_00-02,12,Raymonda op 57 : L'histoire de la Comtesse (Acte I Sc 2),Alexandre Glazounov,http://example.com/expression/afa41c9c-e943-340d-8d5c-325339978d84,http://example.com/artist/fb65a8a2-9e24-3b07-8382-477a9863f5cb
FM-401_20170703_00-02,13,Fairy tale suite ''Suite Conte de fée'' - pour piano : 1 - the princess ''La princesse'',Frank Bridge,,http://example.com/artist/5ae7ea4a-1b28-3569-af2c-d08df8ca80d0
FM-401_20170703_00-02,14,Legende pour violon et orchestre,Frederick Delius,,http://example.com/artist/f92bcc45-052e-342d-a00b-1b7cdbd89828
FM-401_20170703_00-02,16,Su le sponde del tebro pour soprano trompette 2 violons et basse continue : Contentatevi o fidi pensieri (ritournelle et air),Alessandro Scarlatti,,http://example.com/artist/d07ec69a-da7c-36ab-a098-44c0cdc9741d
FM-401_20170703_00-02,17,Mors Saülis et Jonathae H 403 - Rumor bellicus,Marc Antoine Charpentier,http://example.com/expression/851b76f7-36b7-363e-a2ed-5ca17a99ae3d,http://example.com/artist/42746cc5-cb57-3b5c-aef3-4855bbadfbe5
FM-401_20170703_00-02,18,Mors Saülis et Jonathae H 403 - Cecidit repente Saül,Marc Antoine Charpentier,http://example.com/expression/851b76f7-36b7-363e-a2ed-5ca17a99ae3d,http://example.com/artist/42746cc5-cb57-3b5c-aef3-4855bbadfbe5
FM-401_20170703_00-02,19,Historia di jephte pour soli et basse continue: Cum autem victor jephte,Giacomo Carissimi,,http://example.com/artist/2b0ac4e7-2b03-31f9-ba95-379697af26f7
FM-401_20170703_00-02,20,Légende d'été op 29 : Midi,Josef Suk,http://example.com/expression/072d84ae-cff6-39e4-b964-11c678609724,http://example.com/artist/5d0623ff-a5eb-3887-8913-afe4aa6c8063
FM-401_20170703_00-02,21,Bagatelles et impromtus B 40 JB 1 : 19 : Pohadka - pour piano,Bedrich Smetana,,http://example.com/artist/9dbaadc5-e795-3306-982c-8b2bd5187340
FM-401_20170703_00-02,22,8 chants populaires russes op 58 : Chant de Noël,Anatole Liadov,,
FM-401_20170703_00-02,23,8 chants populaires russes op 58 : Légende des oiseaux,Anatole Liadov,,
FM-401_20170703_00-02,25,Valse triste - pour orchestre,Oskar Nedbal,,http://example.com/artist/006f5b4d-ab53-30c7-b6ed-7e14de9171ea
FM-401_20170703_00-02,26,La légende des ours : Epilogue - pour soprano et orchestre,Marie Jaell,,http://example.com/artist/c1aa337b-bee9-3741-83d0-d1c98efd0ff3
FM-401_20170703_00-02,27,Album pour la jeunesse op 39 : Nanny's story - arrangement pour quatuor à cordes,Peter Illich Tchaikovsky,,
FM-401_20170703_00-02,28,Short story : arrangement pour clarinette et orchestre,George Gershwin,http://example.com/expression/358e5d24-5c7d-3f56-be9b-297f015948ba,http://example.com/artist/5b2ec204-a456-3aa2-8ac7-25305464add8
FM-401_20170703_00-02,29,Historias da Carochinha : Palacio encantando,Heitor Villa-Lobos,,http://example.com/artist/ded35c7d-c496-3c17-8773-439fb62f60a8
FM-401_20170703_00-02,30,The red pony : Grandfather's story - suite d'orchestre d'après la musique du film,Aaron Copland,http://example.com/expression/e8d9846a-cbe8-31b4-b15c-fb1a79b9257d,http://example.com/artist/92da81d0-6e0c-3023-a0d7-5ccbbb30610d
FM-401_20170703_00-02,32,Legende op 17 / Pour violon et orchestre,Henryk Wieniawski,http://example.com/expression/153a0246-f8fa-3ec7-a8c4-cdd7e4581ca5,http://example.com/artist/7a26e913-d87f-3838-a270-514946cbfdf4
FM-401_20170703_00-02,33,Melodies norvegiennes : en fuglevise ''a birdsong (the bird's story)'' - pour mezzo soprano et piano / integrale,Frederick Delius,,http://example.com/artist/f92bcc45-052e-342d-a00b-1b7cdbd89828
FM-401_20170703_00-02,34,Legende en Sol Maj op 59 n°2 b 122 n°2 pour orchestre,Anton Dvorak,http://example.com/expression/69f3d9bf-7cbe-3151-abc9-2df10db3a367,http://example.com/artist/4b43a26b-1a44-3d19-b257-758661f4859c
